1,1,8.92608e-10,3.12004e-05
1.28515,1.16691,1.14713e-09,3.6408e-05
0.978465,0.964922,8.73386e-10,3.01059e-05
1.01243,0.976271,9.03703e-10,3.04601e-05
1.05771,0.989385,9.44117e-10,3.08692e-05
1.13083,1.01288,1.00939e-09,3.16021e-05
0.973734,0.961823,8.69163e-10,3.00093e-05
0.96823,0.958214,8.6425e-10,2.98966e-05
0.978525,0.964502,8.73439e-10,3.00928e-05
1.02498,0.988847,9.14904e-10,3.08524e-05
0.93887,0.920333,8.38043e-10,2.87147e-05
0.833422,0.831048,7.43919e-10,2.5929e-05
0.860828,0.80427,7.68382e-10,2.50935e-05
1.07929,1.01363,9.63384e-10,3.16257e-05
1.27304,1.10472,1.13633e-09,3.44678e-05
0.886844,0.803689,7.91605e-10,2.50754e-05
0.955978,0.815093,8.53314e-10,2.54312e-05
0.955342,0.838403,8.52746e-10,2.61585e-05
0.961502,0.812675,8.58244e-10,2.53558e-05
0.934175,0.805711,8.33853e-10,2.51385e-05
0.862155,0.804958,7.69567e-10,2.5115e-05
0.887085,0.803825,7.9182e-10,2.50797e-05
0.8935,0.803872,7.97546e-10,2.50811e-05
0.886807,0.803668,7.91572e-10,2.50748e-05
0.886819,0.803673,7.91582e-10,2.50749e-05
0.886867,0.803702,7.91625e-10,2.50758e-05
0.886841,0.803686,7.91601e-10,2.50753e-05
0.637982,0.685866,5.69468e-10,2.13993e-05
0.642716,0.689082,5.73694e-10,2.14996e-05
0.648271,0.692359,5.78652e-10,2.16019e-05
0.632933,0.684176,5.64961e-10,2.13465e-05
0.633069,0.684163,5.65083e-10,2.13461e-05
0.633093,0.68418,5.65104e-10,2.13467e-05
0.636426,0.685949,5.68079e-10,2.14019e-05
0.633076,0.684167,5.65089e-10,2.13463e-05
